Date,Open,High,Low,Close,Adj Close,Volume,company_name
2023-01-03,89.58999633789062,91.05000305175781,88.5199966430664,89.12000274658203,88.89987182617188,28131200,Alphabet Inc.
2023-01-04,90.3499984741211,90.6500015258789,87.2699966430664,88.08000183105469,87.86244201660156,34854800,Alphabet Inc.
2023-01-05,87.47000122070312,87.56999969482422,85.9000015258789,86.19999694824219,85.98707580566406,27194400,Alphabet Inc.
2023-01-06,86.79000091552734,87.69000244140625,84.86000061035156,87.33999633789062,87.12425994873047,41381500,Alphabet Inc.
2023-01-09,88.36000061035156,90.05000305175781,87.86000061035156,88.0199966430664,87.80258178710938,29003900,Alphabet Inc.
2023-01-10,85.9800033569336,88.66999816894531,85.83000183105469,88.41999816894531,88.20159912109375,30467800,Alphabet Inc.
2023-01-11,89.18000030517578,91.5999984741211,89.01000213623047,91.5199966430664,91.29393768310547,26862000,Alphabet Inc.
2023-01-12,91.4800033569336,91.87000274658203,89.75,91.12999725341797,90.90489959716797,30258100,Alphabet Inc.
2023-01-13,90.8499984741211,92.19000244140625,90.12999725341797,92.12000274658203,91.89246368408203,26329200,Alphabet Inc.
2023-01-17,92.05999755859375,92.25,90.05000305175781,91.29000091552734,91.06450653076172,32602400,Alphabet Inc.
2023-01-18,92.13999938964844,92.80000305175781,90.63999938964844,91.12000274658203,90.89493560791016,29116700,Alphabet Inc.
2023-01-19,90.72000122070312,93.61000061035156,90.62999725341797,93.05000305175781,92.8201675415039,37000400,Alphabet Inc.
2023-01-20,95.0999984741211,98.30000305175781,95.0199966430664,98.0199966430664,97.77787780761719,63191100,Alphabet Inc.
2023-01-23,97.94999694824219,100.04000091552734,97.5,99.79000091552734,99.54351806640625,40005100,Alphabet Inc.
2023-01-24,98.0999984741211,99.61000061035156,97.19999694824219,97.69999694824219,97.45867156982422,33078500,Alphabet Inc.
2023-01-25,95.56999969482422,96.16000366210938,93.76000213623047,95.22000122070312,94.98480224609375,42330000,Alphabet Inc.
2023-01-26,96.5,97.56999969482422,95.37999725341797,97.5199966430664,97.27911376953125,30114000,Alphabet Inc.
2023-01-27,97.30999755859375,100.31999969482422,97.30999755859375,99.37000274658203,99.12455749511719,33879800,Alphabet Inc.
2023-01-30,97.4800033569336,98.29000091552734,96.4000015258789,96.94000244140625,96.70055389404297,27226200,Alphabet Inc.
2023-01-31,96.87000274658203,98.87999725341797,96.81999969482422,98.83999633789062,98.59585571289062,29870700,Alphabet Inc.
2023-02-01,98.70999908447266,101.19000244140625,97.58000183105469,100.43000030517578,100.18193817138672,35531100,Alphabet Inc.
2023-02-02,105.80000305175781,107.8499984741211,105.61000061035156,107.73999786376953,107.473876953125,69883800,Alphabet Inc.
2023-02-03,102.93000030517578,107.80999755859375,102.58000183105469,104.77999877929688,104.52118682861328,65309300,Alphabet Inc.
2023-02-06,102.4000015258789,104.36000061035156,101.87999725341797,102.9000015258789,102.64583587646484,31999600,Alphabet Inc.
2023-02-07,103.22000122070312,108.18000030517578,103.12000274658203,107.63999938964844,107.3741226196289,49010200,Alphabet Inc.
2023-02-08,102.05000305175781,103.13999938964844,98.04000091552734,99.37000274658203,99.12455749511719,94743500,Alphabet Inc.
2023-02-09,100.0,100.02999877929688,93.62999725341797,95.01000213623047,94.77532196044922,119455000,Alphabet Inc.
2023-02-10,95.44999694824219,96.75,94.25,94.56999969482422,94.33641052246094,54980700,Alphabet Inc.
2023-02-13,94.73999786376953,95.19999694824219,93.83999633789062,94.61000061035156,94.37631225585938,50076100,Alphabet Inc.
2023-02-14,94.43000030517578,94.8499984741211,92.26000213623047,94.68000030517578,94.44613647460938,54726100,Alphabet Inc.
2023-02-15,94.48999786376953,97.12000274658203,94.1500015258789,96.94000244140625,96.70055389404297,50169000,Alphabet Inc.
2023-02-16,95.37000274658203,97.68000030517578,94.73999786376953,95.51000213623047,95.27408599853516,42462600,Alphabet Inc.
2023-02-17,94.8499984741211,95.55999755859375,93.20999908447266,94.3499984741211,94.11695098876953,34284100,Alphabet Inc.
2023-02-21,93.0,93.0999984741211,91.72000122070312,91.79000091552734,91.56327819824219,33629300,Alphabet Inc.
2023-02-22,91.69999694824219,92.11000061035156,90.61000061035156,91.6500015258789,91.42362213134766,30884000,Alphabet Inc.
2023-02-23,91.91999816894531,91.94000244140625,89.76000213623047,90.88999938964844,90.66549682617188,41206400,Alphabet Inc.
2023-02-24,89.44000244140625,89.88999938964844,88.58000183105469,89.12999725341797,88.90984344482422,36585100,Alphabet Inc.
2023-02-27,89.87000274658203,90.16000366210938,89.33999633789062,89.87000274658203,89.64801788330078,27502300,Alphabet Inc.
2023-02-28,89.33000183105469,91.2300033569336,89.31999969482422,90.05999755859375,89.8375473022461,30142000,Alphabet Inc.
2023-03-01,89.9800033569336,91.02999877929688,89.66999816894531,90.36000061035156,90.13681030273438,31111200,Alphabet Inc.
2023-03-02,89.66000366210938,92.27999877929688,89.58999633789062,92.0,91.77275848388672,32204400,Alphabet Inc.
2023-03-03,92.4800033569336,93.7300033569336,92.44999694824219,93.6500015258789,93.4186782836914,35160100,Alphabet Inc.
2023-03-06,94.0199966430664,95.97000122070312,94.0,95.12999725341797,94.89501953125,32639300,Alphabet Inc.
2023-03-07,94.9800033569336,95.66999816894531,93.52999877929688,93.86000061035156,93.62815856933594,27835500,Alphabet Inc.
2023-03-08,94.12000274658203,95.95999908447266,94.0,94.25,94.01719665527344,34103300,Alphabet Inc.
2023-03-09,94.05000305175781,95.52999877929688,91.9000015258789,92.31999969482422,92.09196472167969,28813500,Alphabet Inc.
2023-03-10,92.16999816894531,92.79000091552734,90.4000015258789,90.62999725341797,90.40613555908203,35941000,Alphabet Inc.
2023-03-13,90.08999633789062,92.56999969482422,89.41999816894531,91.11000061035156,90.88495635986328,37335600,Alphabet Inc.
2023-03-14,92.55999755859375,94.36000061035156,92.44000244140625,93.97000122070312,93.7378921508789,36050200,Alphabet Inc.
2023-03-15,93.22000122070312,96.93000030517578,92.63999938964844,96.11000061035156,95.87260437011719,50622100,Alphabet Inc.
2023-03-16,96.19999694824219,101.19000244140625,95.5,100.31999969482422,100.07220458984375,65492000,Alphabet Inc.
2023-03-17,100.26000213623047,102.83999633789062,100.0999984741211,101.62000274658203,101.3689956665039,61028500,Alphabet Inc.
2023-03-20,100.12000274658203,101.75,99.87000274658203,101.22000122070312,100.96998596191406,32960400,Alphabet Inc.
2023-03-21,101.25,105.0999984741211,101.22000122070312,104.91999816894531,104.66084289550781,42110300,Alphabet Inc.
2023-03-22,104.2699966430664,106.58999633789062,103.33000183105469,103.37000274658203,103.11466979980469,43427400,Alphabet Inc.
2023-03-23,105.05999755859375,106.30000305175781,104.45999908447266,105.5999984741211,105.33916473388672,40797800,Alphabet Inc.
2023-03-24,104.98999786376953,105.48999786376953,103.83999633789062,105.44000244140625,105.1795654296875,30393300,Alphabet Inc.
2023-03-27,104.62000274658203,104.76000213623047,101.93000030517578,102.45999908447266,102.20691680908203,31120900,Alphabet Inc.
2023-03-28,102.44000244140625,102.44999694824219,99.73999786376953,101.02999877929688,100.78045654296875,32057900,Alphabet Inc.
2023-03-29,102.27999877929688,102.48999786376953,100.6500015258789,101.38999938964844,101.13956451416016,28779600,Alphabet Inc.
2023-03-30,100.91000366210938,101.16000366210938,99.77999877929688,100.88999938964844,100.64080047607422,33086200,Alphabet Inc.
2023-03-31,101.30000305175781,103.88999938964844,101.04000091552734,103.7300033569336,103.47378540039062,36863400,Alphabet Inc.
2023-04-03,102.38999938964844,104.52999877929688,101.93000030517578,104.36000061035156,104.10222625732422,25035400,Alphabet Inc.
2023-04-04,104.33000183105469,105.58000183105469,104.04000091552734,104.72000122070312,104.46134185791016,24420100,Alphabet Inc.
2023-04-05,105.77999877929688,106.0999984741211,103.66000366210938,104.47000122070312,104.21195220947266,28290500,Alphabet Inc.
2023-04-06,105.26000213623047,109.16999816894531,104.33000183105469,108.41999816894531,108.1521987915039,48711500,Alphabet Inc.
2023-04-10,106.9800033569336,107.58999633789062,105.12000274658203,106.44000244140625,106.17709350585938,27067400,Alphabet Inc.
2023-04-11,106.55000305175781,106.7300033569336,104.68000030517578,105.3499984741211,105.08977508544922,26311800,Alphabet Inc.
2023-04-12,106.58000183105469,106.75,104.33999633789062,104.63999938964844,104.38153839111328,24370300,Alphabet Inc.
2023-04-13,105.83999633789062,107.48999786376953,105.83999633789062,107.43000030517578,107.16464233398438,24843600,Alphabet Inc.
2023-04-14,106.88999938964844,108.94000244140625,106.83999633789062,108.87000274658203,108.60108947753906,26578000,Alphabet Inc.
2023-04-17,104.66000366210938,106.16000366210938,104.5199966430664,105.97000122070312,105.708251953125,37571200,Alphabet Inc.
2023-04-18,106.48999786376953,106.54000091552734,104.06999969482422,104.5,104.24188232421875,26596400,Alphabet Inc.
2023-04-19,103.58000183105469,104.9800033569336,103.06999969482422,104.18000030517578,103.92266845703125,20905700,Alphabet Inc.
2023-04-20,103.91000366210938,106.25,103.87000274658203,105.29000091552734,105.0299301147461,27820800,Alphabet Inc.
2023-04-21,105.47000122070312,106.0,104.77999877929688,105.41000366210938,105.1496353149414,25800100,Alphabet Inc.
2023-04-24,105.48999786376953,106.62999725341797,104.69999694824219,105.97000122070312,105.708251953125,23542800,Alphabet Inc.
2023-04-25,105.83000183105469,106.69000244140625,103.83999633789062,103.8499984741211,103.5934829711914,46664100,Alphabet Inc.
2023-04-26,104.91999816894531,106.3499984741211,102.62999725341797,103.70999908447266,103.45382690429688,53347600,Alphabet Inc.
2023-04-27,104.44999694824219,108.37000274658203,103.54000091552734,107.58999633789062,107.3242416381836,50089200,Alphabet Inc.
2023-04-28,107.04000091552734,107.3499984741211,105.08999633789062,107.33999633789062,107.07486724853516,36139800,Alphabet Inc.
2023-05-01,106.83999633789062,107.98999786376953,106.81999969482422,107.19999694824219,106.93521118164062,26681700,Alphabet Inc.
2023-05-02,107.13999938964844,107.19999694824219,103.70999908447266,105.31999969482422,105.05985260009766,30997200,Alphabet Inc.
2023-05-03,105.52999877929688,107.48999786376953,104.95999908447266,105.41000366210938,105.1496353149414,21795400,Alphabet Inc.
2023-05-04,105.48999786376953,105.5999984741211,103.97000122070312,104.69000244140625,104.43141174316406,23419500,Alphabet Inc.
2023-05-05,104.81999969482422,105.87999725341797,104.11000061035156,105.56999969482422,105.30923461914062,26625100,Alphabet Inc.
2023-05-08,105.18000030517578,107.95999908447266,105.16000366210938,107.7699966430664,107.50379943847656,26511400,Alphabet Inc.
2023-05-09,108.38999938964844,110.1500015258789,107.19000244140625,107.3499984741211,107.0848388671875,36360100,Alphabet Inc.
2023-05-10,107.97000122070312,112.94000244140625,107.93000030517578,111.75,111.4739761352539,63153400,Alphabet Inc.
2023-05-11,115.4000015258789,117.91999816894531,114.41000366210938,116.56999969482422,116.28206634521484,78900000,Alphabet Inc.
2023-05-12,116.68000030517578,118.02999877929688,116.11000061035156,117.51000213623047,117.2197494506836,41073800,Alphabet Inc.
2023-05-15,116.11000061035156,118.4800033569336,116.01000213623047,116.51000213623047,116.22222137451172,36266800,Alphabet Inc.
2023-05-16,116.48999786376953,120.75,116.43000030517578,119.51000213623047,119.21480560302734,45035600,Alphabet Inc.
