Date,Open,High,Low,Close,Adj Close,Volume,company_name
2023-01-03,135.24000549316406,136.74000549316406,133.88999938964844,135.1199951171875,128.14874267578125,11054800,JPMorgan Chase & Co.
2023-01-04,135.99000549316406,137.67999267578125,135.57000732421875,136.3800048828125,129.34376525878906,11687600,JPMorgan Chase & Co.
2023-01-05,135.66000366210938,135.7100067138672,133.6999969482422,135.35000610351562,129.31509399414062,8381300,JPMorgan Chase & Co.
2023-01-06,136.1300048828125,138.3800048828125,134.49000549316406,137.94000244140625,131.78961181640625,10029100,JPMorgan Chase & Co.
2023-01-09,138.60000610351562,138.8800048828125,136.8800048828125,137.3699951171875,131.2450408935547,8482300,JPMorgan Chase & Co.
2023-01-10,137.7899932861328,138.72000122070312,137.30999755859375,138.60000610351562,132.42019653320312,9048700,JPMorgan Chase & Co.
2023-01-11,138.89999389648438,139.75,138.10000610351562,139.6300048828125,133.4042510986328,8703700,JPMorgan Chase & Co.
2023-01-12,140.0,140.86000061035156,139.22000122070312,139.49000549316406,133.2705078125,11001700,JPMorgan Chase & Co.
2023-01-13,135.60000610351562,143.49000549316406,134.8000030517578,143.00999450683594,136.63352966308594,20200000,JPMorgan Chase & Co.
2023-01-17,141.1699981689453,141.5399932861328,139.22999572753906,140.8000030517578,134.52210998535156,14292900,JPMorgan Chase & Co.
2023-01-18,138.9199981689453,140.72999572753906,136.41000366210938,136.57000732421875,130.48069763183594,13392600,JPMorgan Chase & Co.
2023-01-19,135.32000732421875,135.89999389648438,133.58999633789062,134.75,128.7418670654297,13303400,JPMorgan Chase & Co.
2023-01-20,135.16000366210938,135.49000549316406,133.5500030517578,135.0800018310547,129.05712890625,13092500,JPMorgan Chase & Co.
2023-01-23,135.1199951171875,137.9600067138672,134.82000732421875,137.27000427246094,131.14947509765625,10487100,JPMorgan Chase & Co.
2023-01-24,136.4199981689453,140.2899932861328,135.0,138.4499969482422,132.27688598632812,6945000,JPMorgan Chase & Co.
2023-01-25,138.0500030517578,139.1199951171875,137.25,139.1199951171875,132.9169921875,8967000,JPMorgan Chase & Co.
2023-01-26,139.4199981689453,140.05999755859375,138.36000061035156,139.97999572753906,133.7386474609375,7487600,JPMorgan Chase & Co.
2023-01-27,140.61000061035156,141.25999450683594,139.75,140.32000732421875,134.0635223388672,7489900,JPMorgan Chase & Co.
2023-01-30,139.22999572753906,140.08999633789062,138.91000366210938,139.1300048828125,132.9265594482422,6729300,JPMorgan Chase & Co.
2023-01-31,139.8800048828125,140.07000732421875,138.25,139.9600067138672,133.7195587158203,9188700,JPMorgan Chase & Co.
2023-02-01,138.2100067138672,140.8800048828125,138.1199951171875,139.58999633789062,133.36602783203125,8841800,JPMorgan Chase & Co.
2023-02-02,140.0,140.4600067138672,138.0,138.94000244140625,132.74502563476562,11822100,JPMorgan Chase & Co.
2023-02-03,138.17999267578125,142.3300018310547,138.1300048828125,141.08999633789062,134.7991485595703,11501200,JPMorgan Chase & Co.
2023-02-06,140.22999572753906,142.24000549316406,140.02999877929688,141.9199981689453,135.59217834472656,8406200,JPMorgan Chase & Co.
2023-02-07,141.3800048828125,144.33999633789062,141.17999267578125,143.64999389648438,137.24502563476562,10447900,JPMorgan Chase & Co.
2023-02-08,142.64999389648438,144.0399932861328,142.27999877929688,142.63999938964844,136.28004455566406,6958000,JPMorgan Chase & Co.
2023-02-09,143.1199951171875,143.33999633789062,139.8699951171875,140.4199981689453,134.15904235839844,6443100,JPMorgan Chase & Co.
2023-02-10,139.77999877929688,141.27999877929688,138.58999633789062,141.0399932861328,134.75137329101562,6582900,JPMorgan Chase & Co.
2023-02-13,141.3000030517578,142.72999572753906,140.74000549316406,142.57000732421875,136.2131805419922,7134600,JPMorgan Chase & Co.
2023-02-14,142.5,143.80999755859375,141.60000610351562,143.1999969482422,136.81507873535156,9249400,JPMorgan Chase & Co.
2023-02-15,141.61000061035156,143.88999938964844,141.3000030517578,143.8000030517578,137.38832092285156,6728300,JPMorgan Chase & Co.
2023-02-16,142.91000366210938,143.38999938964844,141.67999267578125,141.82000732421875,135.49659729003906,8165300,JPMorgan Chase & Co.
2023-02-17,140.97999572753906,142.8300018310547,140.07000732421875,142.24000549316406,135.89788818359375,7948800,JPMorgan Chase & Co.
2023-02-21,140.69000244140625,141.33999633789062,138.75,139.6300048828125,133.4042510986328,9996300,JPMorgan Chase & Co.
2023-02-22,138.9199981689453,139.42999267578125,137.44000244140625,138.55999755859375,132.3819580078125,11107500,JPMorgan Chase & Co.
2023-02-23,138.72999572753906,140.1699981689453,137.94000244140625,139.6699981689453,133.44247436523438,8068000,JPMorgan Chase & Co.
2023-02-24,139.11000061035156,141.36000061035156,138.92999267578125,140.92999267578125,134.64627075195312,9126900,JPMorgan Chase & Co.
2023-02-27,142.11000061035156,143.30999755859375,141.72000122070312,142.16000366210938,135.82144165039062,10014700,JPMorgan Chase & Co.
2023-02-28,142.94000244140625,143.75999450683594,141.89999389648438,143.35000610351562,136.95840454101562,11019800,JPMorgan Chase & Co.
2023-03-01,142.10000610351562,143.4600067138672,141.8000030517578,142.5500030517578,136.19407653808594,7139200,JPMorgan Chase & Co.
2023-03-02,142.24000549316406,142.42999267578125,139.5399932861328,141.07000732421875,134.7800750732422,11106800,JPMorgan Chase & Co.
2023-03-03,141.50999450683594,143.74000549316406,141.0800018310547,143.66000366210938,137.2545928955078,9513100,JPMorgan Chase & Co.
2023-03-06,143.44000244140625,144.0399932861328,142.66000366210938,142.82000732421875,136.45204162597656,9261300,JPMorgan Chase & Co.
2023-03-07,142.00999450683594,142.30999755859375,137.80999755859375,138.6199951171875,132.43930053710938,11747600,JPMorgan Chase & Co.
2023-03-08,138.0,138.58999633789062,136.88999938964844,137.8000030517578,131.65585327148438,10002500,JPMorgan Chase & Co.
2023-03-09,136.75999450683594,137.35000610351562,129.22000122070312,130.33999633789062,124.52847290039062,25888100,JPMorgan Chase & Co.
