Date,Open,High,Low,Close,Adj Close,Volume,company_name
2023-01-03,243.0800018310547,245.75,237.39999389648438,239.5800018310547,236.1835174560547,25740000,Microsoft Corp
2023-01-04,232.27999877929688,232.8699951171875,225.9600067138672,229.10000610351562,225.85211181640625,50623400,Microsoft Corp
2023-01-05,227.1999969482422,227.5500030517578,221.75999450683594,222.30999755859375,219.15835571289062,39585600,Microsoft Corp
2023-01-06,223.0,225.75999450683594,219.35000610351562,224.92999267578125,221.74119567871094,43613600,Microsoft Corp
2023-01-09,226.4499969482422,231.24000549316406,226.41000366210938,227.1199951171875,223.90016174316406,27369800,Microsoft Corp
2023-01-10,227.75999450683594,231.30999755859375,227.3300018310547,228.85000610351562,225.6056365966797,27033900,Microsoft Corp
2023-01-11,231.2899932861328,235.9499969482422,231.11000061035156,235.77000427246094,232.4275360107422,28669300,Microsoft Corp
2023-01-12,235.25999450683594,239.89999389648438,233.55999755859375,238.50999450683594,235.12867736816406,27269500,Microsoft Corp
2023-01-13,237.0,239.3699951171875,234.9199981689453,239.22999572753906,235.83848571777344,21333300,Microsoft Corp
2023-01-17,237.97000122070312,240.91000366210938,237.08999633789062,240.35000610351562,236.942626953125,29831300,Microsoft Corp
2023-01-18,241.57000732421875,242.3800048828125,235.52000427246094,235.80999755859375,232.46697998046875,30028700,Microsoft Corp
2023-01-19,233.77999877929688,235.52000427246094,230.67999267578125,231.92999267578125,228.6419677734375,28623000,Microsoft Corp
2023-01-20,234.86000061035156,240.74000549316406,234.50999450683594,240.22000122070312,236.814453125,35389800,Microsoft Corp
2023-01-23,241.10000610351562,245.1699981689453,239.64999389648438,242.5800018310547,239.1409912109375,31934000,Microsoft Corp
2023-01-24,242.5,243.9499969482422,240.44000244140625,242.0399932861328,238.608642578125,40234400,Microsoft Corp
2023-01-25,234.47999572753906,243.3000030517578,230.89999389648438,240.61000061035156,237.19891357421875,66526600,Microsoft Corp
2023-01-26,243.64999389648438,248.30999755859375,242.0,248.0,244.48414611816406,33454500,Microsoft Corp
2023-01-27,248.99000549316406,249.8300018310547,246.8300018310547,248.16000366210938,244.6418914794922,26498900,Microsoft Corp
2023-01-30,244.50999450683594,245.60000610351562,242.1999969482422,242.7100067138672,239.26914978027344,25867400,Microsoft Corp
